user_id,status_id,created_at,screen_name,text,is_quote,is_retweet,favorite_count,retweet_count
1144117015,1216771824542875651,2020-01-13T17:19:44Z,dancingforward,We are so excited!! Congrats to all the nominees! #oscars #oscarnoms #oscarnominations https://t.co/S9nbE4tRxn,FALSE,FALSE,2,0
320908140,1216771739876655107,2020-01-13T17:19:23Z,JillSrigleyGolf,#Repost from @nytimes gender. #Oscars2020 #OscarNominations https://t.co/2gasVqreq4,FALSE,TRUE,0,126
1033009170809806848,1216771626848727041,2020-01-13T17:18:57Z,collegefilm,"“Parasite”, “Once Upon a Time in Hollywood,” and “The Irishman” sweep the 2020 #OscarNominations! Do you agree with the selections? Tell us below in the comments! https://t.co/Nbk3ZZfcnE https://t.co/xNmMBEqPGy",FALSE,TRUE,0,2
2927834732,1216771596163022858,2020-01-13T17:18:49Z,dianemusselman,"What did you think?! #oscars #oscarnoms #oscarnominations 
https://t.co/fnZ03m3h6f",FALSE,FALSE,3,0
425531421,1216771549492994048,2020-01-13T17:18:38Z,Biggythelegend,SNUBBED for BEST ACTOR: TARON EGERTON (Rocketman) &amp; EDDIE MURPHY (Dolemite is My Name)  ROBERT DE NIRO (The Irishman) #OscarNominations,FALSE,TRUE,0,57
425531421,1216768835270803462,2020-01-13T17:07:51Z,Biggythelegend,"THE FAREWELL was SNUBBED ALL OVER THE PLACE!! NO NOMINATIONS for BEST ACTRESS (#Awkwafina), NO ORIGINAL SCREENPLAY, NO BEST PICTURE!! #TheFarewell #OscarNominations",FALSE,TRUE,0,110
1177588579272404992,1216771470543724544,2020-01-13T17:18:19Z,sc0br0,"Every year, watching the #OscarNominations reactions. No one should be happy if not everyone is happy. #participationtrophy for everyone! https://t.co/i1o0zd6ATu",FALSE,FALSE,0,0
1135350396338278400,1216771409608871936,2020-01-13T17:18:05Z,robopulp,"“Parasite”, “Once Upon a Time in Hollywood,” and “The Irishman” sweep the 2020 #OscarNominations! Do you agree with the selections? Tell us below in the comments! https://t.co/Nbk3ZZfcnE https://t.co/xNmMBEqPGy",FALSE,TRUE,0,2
103640569,1216771400490528775,2020-01-13T17:18:03Z,DamoneWilliams_,"YO!!!! @MatthewACherry!!!! Congratulations, my OSCAR NOMINATED brother!!!! THIS IS SO DOPE. Proud of you, man. Well-deserved. #HairLove was perfect. ✨ #OscarNoms #OscarNominations @TheAcademy. https://t.co/5EoLBOB2DN",FALSE,FALSE,2,2
964390880638455809,1216771249952690184,2020-01-13T17:17:27Z,Maps_Welsh,"Joker 

#OscarNominations https://t.co/lDNB9jclQ7",FALSE,TRUE,0,1
1212090328288616448,1216771218692608001,2020-01-13T17:17:19Z,freedomperrry,the Marriage Story #OscarNominations are making hoes mad I love to see it https://t.co/lms8w2YeWD,FALSE,TRUE,0,1
813351608,1216771185167478787,2020-01-13T17:17:11Z,J360productions,"The Joker is already one of the most overrated films of all time. It was good, don’t get me wrong, but 11 noms? The film played just the tip with like five different messages and themes and never fully committed to any of them. Joaquin was great though. #OscarNominations",FALSE,TRUE,0,1
31353446,1216771083652804609,2020-01-13T17:16:47Z,iamMelsmith,The nominations are quite uninspiring this year. But I was glad to see a few names #OscarNominations,FALSE,FALSE,3,1
468098549,1216770896049983489,2020-01-13T17:16:02Z,StewartVerdery,Congratulations to @netflix for receiving 20 #OscarNominations this morning. Be sure to take some time over the next few weeks to watch the incredible movies @netflix produced this past year. https://t.co/fmQqecci3R,FALSE,TRUE,0,1
24468697,1216770820565012481,2020-01-13T17:15:44Z,danhannon,"A special congratulations to three 2019 #NHFF films on their Oscar nominations!
THE CAVE - Documentary Feature
THE LIGHTHOUSE - Cinematography
THE NEIGHBOR'S WINDOW - Live Action Short
#OscarNominations #Oscars2020 https://t.co/KCPLUJrsbx",FALSE,TRUE,0,1
913471147890454528,1216770748724862976,2020-01-13T17:15:27Z,gsk1506,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
290331534,1216770649575886849,2020-01-13T17:15:04Z,CrazedIndianW,"They didn’t nominate LUPITA for US?! Fuck that shit.

#Oscars2020 #OscarNominations Oscar https://t.co/jGCqWKFEyX",FALSE,FALSE,60,13
